hour,actual_next_hour_avg_fee,predicted_next_hour_avg_fee,error,absolute_error,model_name
2026-05-26T04:00:00Z,509708.9201033224,538624.9638329103,-28916.043729587866,28916.043729587866,rolling_mean_6h
2026-05-26T05:00:00Z,571253.9091447174,532524.4140244809,38729.495120236534,38729.495120236534,rolling_mean_6h
2026-05-26T06:00:00Z,501416.3693284077,539140.447031909,-37724.07770350133,37724.07770350133,rolling_mean_6h
2026-05-26T07:00:00Z,528759.1412784767,534524.0187696004,-5764.8774911237415,5764.8774911237415,rolling_mean_6h
2026-05-26T08:00:00Z,547371.4379639449,530731.8051337643,16639.632830180577,16639.632830180577,rolling_mean_6h
2026-05-26T09:00:00Z,541251.8076753418,532291.4086275242,8960.399047817686,8960.399047817686,rolling_mean_6h
2026-05-26T10:00:00Z,531725.8077006744,533293.5975823685,-1567.7898816941306,1567.7898816941306,rolling_mean_6h
2026-05-26T11:00:00Z,443966.99549126433,536963.0788485938,-92996.08335732942,92996.08335732942,rolling_mean_6h
2026-05-26T12:00:00Z,509464.2516364363,515748.593239685,-6284.341603248671,6284.341603248671,rolling_mean_6h
2026-05-26T13:00:00Z,438526.5251,517089.90695768973,-78563.3818576897,78563.3818576897,rolling_mean_6h
2026-05-26T14:00:00Z,546395.0368,502051.1375946103,44343.899205389724,44343.899205389724,rolling_mean_6h
2026-05-26T15:00:00Z,476274.8492732252,501888.4040672861,-25613.55479406094,25613.55479406094,rolling_mean_6h
2026-05-26T16:00:00Z,474749.15921249735,491058.91100026673,-16309.751787769375,16309.751787769375,rolling_mean_6h
2026-05-26T17:00:00Z,495480.00600358425,481562.80291890394,13917.20308468031,13917.20308468031,rolling_mean_6h
2026-05-26T18:00:00Z,566247.679,490148.3046709572,76099.3743290428,76099.3743290428,rolling_mean_6h
2026-05-26T19:00:00Z,499682.0631592827,499612.2092315512,69.85392773151398,69.85392773151398,rolling_mean_6h
2026-05-26T20:00:00Z,306736.2797197165,509804.7989080982,-203068.51918838167,203068.51918838167,rolling_mean_6h
2026-05-26T21:00:00Z,530399.6034650259,469861.67272805097,60537.93073697493,60537.93073697493,rolling_mean_6h
2026-05-26T22:00:00Z,535080.0987102541,478882.46509335114,56197.633616902924,56197.633616902924,rolling_mean_6h
2026-05-26T23:00:00Z,511563.0435817805,488937.6216763106,22625.421905469906,22625.421905469906,rolling_mean_6h
2026-05-27T00:00:00Z,518755.5589009062,491618.1279393432,27137.43096156296,27137.43096156296,rolling_mean_6h
2026-05-27T01:00:00Z,514774.7147141144,483702.7745894943,31071.9401246201,31071.9401246201,rolling_mean_6h
2026-05-27T02:00:00Z,521753.5403961308,486218.21651529963,35535.32388083119,35535.32388083119,rolling_mean_6h
2026-05-27T03:00:00Z,512152.1710320562,522054.4266280353,-9902.255595979106,9902.255595979106,rolling_mean_6h
2026-05-27T04:00:00Z,475872.6444246738,519013.187889207,-43140.54346453317,43140.54346453317,rolling_mean_6h
2026-05-27T05:00:00Z,484560.82178870984,509145.2788416103,-24584.457052900456,24584.457052900456,rolling_mean_6h
2026-05-27T06:00:00Z,569712.7143213573,504644.90854276513,65067.805778592185,65067.805778592185,rolling_mean_6h
2026-05-27T07:00:00Z,566703.8200475059,513137.76777950703,53566.052267998864,53566.052267998864,rolling_mean_6h
2026-05-27T08:00:00Z,521614.3880681818,521792.61866840563,-178.23060022381833,178.23060022381833,rolling_mean_6h
2026-05-27T09:00:00Z,567390.351304701,521769.42661374755,45620.9246909534,45620.9246909534,rolling_mean_6h
2026-05-27T10:00:00Z,484421.55828856846,530975.7899925216,-46554.23170395318,46554.23170395318,rolling_mean_6h
2026-05-27T11:00:00Z,533494.0314545278,532400.6089698374,1093.4224846903235,1093.4224846903235,rolling_mean_6h
2026-05-27T12:00:00Z,489898.8228029868,540556.1439141404,-50657.32111115364,50657.32111115364,rolling_mean_6h
2026-05-27T13:00:00Z,565898.066,527253.8286610787,38644.23733892129,38644.23733892129,rolling_mean_6h
2026-05-27T14:00:00Z,464182.1292158516,527119.5363198277,-62937.40710397606,62937.40710397606,rolling_mean_6h
2026-05-27T15:00:00Z,566899.0198820395,517547.49317777256,49351.52670426696,49351.52670426696,rolling_mean_6h
2026-05-27T16:00:00Z,544615.6975,517465.604607329,27150.092892671004,27150.092892671004,rolling_mean_6h
2026-05-27T17:00:00Z,572752.7694,527497.9611425676,45254.80825743242,45254.80825743242,rolling_mean_6h
2026-05-27T18:00:00Z,484603.3561,534041.0841334796,-49437.72803347965,49437.72803347965,rolling_mean_6h
2026-05-27T19:00:00Z,642944.3253,533158.5063496485,109785.81895035156,109785.81895035156,rolling_mean_6h
2026-05-27T20:00:00Z,607224.4136,545999.5495663151,61224.86403368483,61224.86403368483,rolling_mean_6h
2026-05-27T21:00:00Z,879023.0891,569839.9302970066,309183.15880299336,309183.15880299336,rolling_mean_6h
2026-05-27T22:00:00Z,1081916.7337,621860.6085,460056.1252,460056.1252,rolling_mean_6h
2026-05-27T23:00:00Z,834315.5853,711410.7812000001,122904.80409999995,122904.80409999995,rolling_mean_6h
2026-05-28T00:00:00Z,1035958.012,755004.58385,280953.42814999993,280953.42814999993,rolling_mean_6h
2026-05-28T01:00:00Z,1071804.0952,846897.0264999998,224907.0687000003,224907.0687000003,rolling_mean_6h
2026-05-28T02:00:00Z,1080822.5066,918373.6548166666,162448.85178333335,162448.85178333335,rolling_mean_6h
2026-05-28T03:00:00Z,998202.0072,997306.6703166667,895.3368833332788,895.3368833332788,rolling_mean_6h
2026-05-28T04:00:00Z,534388.3706662647,1017169.8233333334,-482781.4526670687,482781.4526670687,rolling_mean_6h
2026-05-28T05:00:00Z,909460.9380517732,925915.0961610441,-16454.15810927085,16454.15810927085,rolling_mean_6h
2026-05-28T06:00:00Z,1131173.2194,938439.321619673,192733.897780327,192733.897780327,rolling_mean_6h
2026-05-28T07:00:00Z,1102924.3806,954308.5228530063,148615.85774699377,148615.85774699377,rolling_mean_6h
2026-05-28T08:00:00Z,1069675.2732,959495.2370863395,110180.03611366043,110180.03611366043,rolling_mean_6h
2026-05-28T09:00:00Z,1115136.3016,957637.3648530062,157498.93674699368,157498.93674699368,rolling_mean_6h
2026-05-28T10:00:00Z,974103.2759,977126.4139196728,-3023.138019672828,3023.138019672828,rolling_mean_6h
2026-05-28T11:00:00Z,1047028.4956,1050412.2314586288,-3383.735858628759,3383.735858628759,rolling_mean_6h
2026-05-28T12:00:00Z,525427.3699,1073340.1577166666,-547912.7878166665,547912.7878166665,rolling_mean_6h
2026-05-28T13:00:00Z,525688.5439,972382.5161333334,-446693.9722333334,446693.9722333334,rolling_mean_6h
