hour,actual_next_hour_avg_fee,predicted_next_hour_avg_fee,error,absolute_error,model_name
2026-05-03T01:00:00Z,436717.441,1189745.1726562558,-753027.7316562558,753027.7316562558,ridge_alpha_10
2026-05-03T02:00:00Z,500246.755,1076711.9975710977,-576465.2425710977,576465.2425710977,ridge_alpha_10
2026-05-03T03:00:00Z,548547.925,1129172.6863387628,-580624.7613387627,580624.7613387627,ridge_alpha_10
2026-05-03T04:00:00Z,467590.115,1164627.5576252474,-697037.4426252474,697037.4426252474,ridge_alpha_10
2026-05-03T05:00:00Z,461663.3373778227,1073195.4174682589,-611532.0800904362,611532.0800904362,ridge_alpha_10
2026-05-03T06:00:00Z,475689.594,1133573.2415643109,-657883.6475643108,657883.6475643108,ridge_alpha_10
2026-05-03T07:00:00Z,439069.888,1027052.5740521468,-587982.6860521468,587982.6860521468,ridge_alpha_10
2026-05-03T08:00:00Z,455085.386,1114625.7352723293,-659540.3492723294,659540.3492723294,ridge_alpha_10
2026-05-03T09:00:00Z,442738.8587997983,1022062.0365242749,-579323.1777244766,579323.1777244766,ridge_alpha_10
2026-05-03T10:00:00Z,417550.252,1057392.6955746803,-639842.4435746804,639842.4435746804,ridge_alpha_10
2026-05-03T11:00:00Z,464893.0,1001641.6261975958,-536748.6261975958,536748.6261975958,ridge_alpha_10
2026-05-03T12:00:00Z,529342.133,1092503.0136301846,-563160.8806301845,563160.8806301845,ridge_alpha_10
2026-05-03T13:00:00Z,506358.94150846585,1014668.6794288824,-508309.7379204166,508309.7379204166,ridge_alpha_10
2026-05-03T14:00:00Z,462606.531,1045066.3346037469,-582459.8036037469,582459.8036037469,ridge_alpha_10
2026-05-03T15:00:00Z,424729.0863821138,976601.7573305763,-551872.6709484626,551872.6709484626,ridge_alpha_10
2026-05-03T16:00:00Z,418435.775,1100334.2599126576,-681898.4849126575,681898.4849126575,ridge_alpha_10
2026-05-03T17:00:00Z,427321.734,995182.4145887097,-567860.6805887097,567860.6805887097,ridge_alpha_10
