hour,tx_count,unique_accounts,avg_total_fee,median_total_fee,p90_total_fee,min_total_fee,max_total_fee,std_total_fee,avg_gas_used,median_gas_used,avg_compute_fee,avg_storage_fee,avg_action_fee,avg_forward_fee,avg_import_fee,avg_vm_steps,avg_msgs_created,avg_out_msg_count,avg_msg_size_bits,avg_msg_size_cells,failed_tx_ratio,compute_success_ratio,action_success_ratio,avg_transaction_value,total_transaction_value,hour_of_day,day_of_week,is_weekend,fee_lag_1h,fee_lag_3h,fee_lag_6h,fee_lag_12h,fee_lag_24h,rolling_avg_fee_3h,rolling_avg_fee_6h,rolling_avg_fee_12h,rolling_avg_fee_24h,rolling_std_fee_6h,rolling_std_fee_24h,fee_change_1h,fee_change_3h,fee_change_6h,fee_change_12h,fee_change_24h,tx_count_change_1h,tx_count_change_3h,tx_count_change_6h,tx_count_change_24h,gas_used_change_1h,gas_used_change_3h,gas_used_change_6h,gas_used_change_24h,p90_fee_change_1h,p90_fee_change_3h,p90_fee_change_6h,p90_fee_change_24h,same_hour_prev_day_fee,hour_sin,hour_cos,day_sin,day_cos,target_next_hour_avg_fee
2026-03-29T16:00:00Z,5000,1946,2824682.3876,1412587.0,6623327.0,0,77817101,4354978.99559174,5153.7372,2103.0,2061915.52,23769.429,365189.4446,1802165.2814,0.0,127.7066,0.771,0.785,2159.5608,4.0696,0.0722,0.9817989417989418,1.0,159003668352.7894,795018341763947,16,6,1,2350868.7516,2528462.9674,2087691.0792,,,2406808.100333333,2350174.9144,2417277.1584,2417277.1584,145635.40687049116,158579.15166563683,473813.63599999994,296219.42020000005,736991.3084,,,0.0,0.0,0.0,,1073.0725999999995,716.9273999999996,1590.6253999999994,,1015757.3999999994,739570.2999999989,1578917.7999999998,,,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,2316373.3308
2026-03-29T17:00:00Z,5000,2275,2316373.3308,801888.5,5602982.4,0,68781381,3410773.1204424966,3910.2318,1000.0,1564654.96,49695.7182,310459.628,1528772.1474,400.0,96.229,0.7272,0.7338,1837.0432,3.4814,0.0934,0.9925552879351872,1.0,24783312163.0338,123916560815169,17,6,1,2824682.3876,2341092.582,2418772.5536,,,2505547.907066667,2473006.7991333334,2454313.997418182,2454313.997418182,185354.74399656302,194220.53057733006,-508309.0567999999,-24719.251199999824,-102399.2228000001,,,0.0,0.0,0.0,,-1243.5053999999996,-62.54340000000002,-70.09699999999975,,-1020344.5999999996,-1546.5999999996275,209861.90000000037,,,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,2309757.4858
2026-03-29T18:00:00Z,5000,2290,2309757.4858,819995.0,5550991.000000003,0,45060370,3363083.508545693,3886.2654,1000.0,1555107.76,72253.6128,299271.0056,1472519.967,0.0,94.8148,0.7088,0.7142,1768.4952,3.3128,0.0916,0.986747773191397,1.0,32187064361.9512,160935321809756,18,6,1,2316373.3308,2350868.7516,2374161.5526,2693730.9528,,2497308.1566666667,2455940.262,2442818.9418666665,2442818.9418666665,195768.73881464117,189414.92138085622,-6615.845000000205,-41111.26580000017,-64404.066800000146,-383973.4670000002,,0.0,0.0,0.0,,-23.966399999999794,-194.39919999999984,-171.73519999999962,,-51991.39999999758,-56578.599999997765,-59806.999999997206,,,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,2409446.0904
2026-03-29T19:00:00Z,5000,2261,2409446.0904,969062.0,5608529.0,0,70437857,3588449.321301779,4263.732,1272.5,1706081.92,39333.043,283469.1634,1386162.3926,0.0,105.2312,0.7188,0.7228,1648.4086,3.1308,0.089,0.9859307359307359,1.0,19246409538.2288,96232047691144,19,6,1,2309757.4858,2824682.3876,2528462.9674,2529295.0678,,2483604.4014,2445206.250866667,2410821.15295,2432583.4452461535,202789.21483240798,185067.901472578,99688.6046000002,-415236.2971999999,-119016.87699999986,-119848.97739999974,,0.0,0.0,0.0,,377.46659999999974,-890.0051999999996,-173.07780000000002,,57537.999999997206,-1014798.0,-275227.7000000011,,,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,2285382.3074
2026-03-29T20:00:00Z,5000,2187,2285382.3074,809339.5,5484425.100000001,0,42301412,3280976.6394211277,3918.3692,1000.0,1567894.24,37008.374,278724.8578,1374738.4666,0.0,96.4158,0.7028,0.7104,1641.0548,3.0628,0.1012,0.9850942569048663,1.0,24390880836.0324,121954404180162,20,6,1,2409446.0904,2316373.3308,2341092.582,2470101.6906,,2345192.3023333335,2425370.1046999996,2400833.738166667,2430930.7770428574,198798.18928850457,177914.9833021336,-124063.78300000029,-30991.023400000297,-55710.27460000012,-184719.38320000004,,0.0,0.0,0.0,,-345.3627999999999,8.13740000000007,-54.40599999999995,,-124103.89999999944,-118557.29999999981,-120103.89999999944,,,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,2276019.2064
2026-03-29T21:00:00Z,5000,2040,2276019.2064,835731.0,5423464.0,0,68122656,3172462.446881193,4049.885,1100.0,1620484.24,33234.5028,249830.5524,1217151.8564,200.0,98.8804,0.7156,0.7308,1434.757,2.8326,0.092,0.9816216216216216,1.0,18084758955.2536,90423794776268,21,6,1,2285382.3074,2309757.4858,2350868.7516,2378594.3864,,2334861.9612000003,2416085.0589333335,2385440.4562333333,2421227.545733333,204734.07651539735,175513.67533855472,-9363.100999999791,-33738.27939999988,-74849.54520000005,-102575.18000000017,,0.0,0.0,0.0,,131.51580000000013,163.6196,-30.779599999999846,,-60961.10000000056,-127527.0000000028,-184105.60000000056,,,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,2621969.5038
2026-03-29T22:00:00Z,5000,2090,2621969.5038,1385637.0,6119211.1,0,42301694,3773588.3960652626,4678.017,2031.0,1871679.28,42124.4272,320597.0064,1575057.8834,0.0,117.1186,0.7258,0.73,1887.381,3.6724,0.079,0.9946004319654428,1.0,32986081384.0128,164930406920064,22,6,1,2276019.2064,2409446.0904,2824682.3876,2087691.0792,,2323615.8680666666,2403610.1347333333,2376892.5245666667,2412152.024525,211665.6534886953,173404.79110654435,345950.29740000004,212523.41339999996,-202712.88379999995,534278.4246,,0.0,0.0,0.0,,628.1319999999996,414.28499999999985,-475.72019999999975,,695747.0999999996,510682.0999999996,-504115.9000000004,,,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,2619092.4692
2026-03-29T23:00:00Z,5000,2132,2619092.4692,980533.5,5894136.6,0,54259568,3902714.6516310517,4666.713,1565.0,1867254.96,70607.4966,330686.479,1632622.3874,400.0,115.4066,0.7414,0.747,1955.0048,3.8206,0.0872,0.9878787878787879,1.0,50558570865.0974,252792854325487,23,6,1,2621969.5038,2285382.3074,2316373.3308,2418772.5536,,2394457.005866667,2369824.6541000004,2421415.7266166667,2424494.2291882355,132319.28359027114,175440.88890897538,-2877.034599999897,333710.16180000035,302719.13840000005,200319.91559999995,,0.0,0.0,0.0,,-11.304000000000087,748.3437999999996,756.4811999999997,,-225074.5,409711.49999999907,291154.19999999925,,,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,2239874.5424
2026-03-30T00:00:00Z,5000,2177,2239874.5424,897414.0,5058522.300000005,0,66184590,3050612.1658783224,3969.3698,1000.0,1588430.16,41569.2094,243775.1636,1206505.947,200.0,96.1364,0.6846,0.692,1419.1556,2.8038,0.0964,0.9862505456132693,0.9997787121044479,36601348420.3664,183006742101832,0,0,0,2619092.4692,2276019.2064,2309757.4858,2374161.5526,,2505693.726466667,2420277.8438333333,2438109.052916667,2435305.2425222225,162201.24389523844,176274.6451466611,-379217.9268,-36144.66399999987,-69882.94339999976,-134287.0101999999,,0.0,0.0,0.0,,-697.3431999999998,-80.51520000000028,83.10439999999971,,-835614.2999999942,-364941.6999999946,-492468.6999999974,,,0.0,1.0,0.0,1.0,2678936.0672
2026-03-30T01:00:00Z,5000,2089,2678936.0672,1837916.5,5898966.300000005,0,42301452,3940161.3117581503,4674.5932,2917.0,1870402.56,53761.093,396948.7178,1949566.0658,200.0,116.182,0.7328,0.7372,2354.2366,4.5602,0.08,0.9939498703543648,1.0,58264755758.8524,291323778794262,1,0,0,2239874.5424,2621969.5038,2409446.0904,2528462.9674,,2493645.505133333,2408630.6866,2426918.4687333335,2425019.4162000003,173817.6525007372,177078.09814656113,439061.5247999998,56966.56339999987,269489.97679999983,150473.09979999997,,0.0,0.0,0.0,,705.2234000000003,-3.4237999999995736,410.8612000000003,,840444.0,-220244.79999999423,290437.3000000054,,,0.25881904510252074,0.9659258262890683,0.0,1.0,2761845.2392
2026-03-30T02:00:00Z,5000,2002,2761845.2392,2168934.5,5932918.300000002,0,42301863,3572255.9886432867,4636.4084,3308.0,1855139.2,45456.5852,370416.1894,1832791.026,400.0,114.6542,0.674,0.6806,2213.232,4.2574,0.1492,0.9899400684931506,0.9197837837837838,260322360580.488,1301611802902440,2,0,0,2678936.0672,2619092.4692,2285382.3074,2341092.582,,2512634.3596,2453545.682733333,2439457.893716667,2437715.2487500003,205923.80835461663,181466.21166573584,82909.17200000025,142752.77000000002,476462.93180000037,420752.65720000025,,0.0,0.0,0.0,,-38.184799999999996,-30.304599999999482,718.0392000000002,,33951.999999996275,38781.70000000205,448493.2000000011,,,0.49999999999999994,0.8660254037844387,0.0,1.0,2843478.6418
2026-03-30T03:00:00Z,5000,2073,2843478.6418,2040132.0,6623327.0,0,49445596,4052616.5475558685,4978.824,2994.0,1992138.88,65772.953,434934.0228,2141187.5912,200.0,125.7256,0.7398,0.7458,2586.3048,5.0684,0.0842,0.9862158087443463,1.0,31158070315.0906,155790351575453,3,0,0,2761845.2392,2239874.5424,2276019.2064,2350868.7516,,2560218.6162666664,2532956.171366667,2474520.61515,2453150.0102,219525.22211376033,190489.77862049313,81633.40259999968,603604.0993999997,567459.4353999998,492609.8901999998,,0.0,0.0,0.0,,342.41559999999936,1009.4541999999997,928.9389999999994,,690408.6999999983,1564804.6999999946,1199863.0,,,0.7071067811865475,0.7071067811865476,0.0,1.0,2562009.9758
