hour,tx_count,unique_accounts,avg_total_fee,median_total_fee,p90_total_fee,min_total_fee,max_total_fee,std_total_fee,avg_gas_used,median_gas_used,avg_compute_fee,avg_storage_fee,avg_action_fee,avg_forward_fee,avg_import_fee,avg_vm_steps,avg_msgs_created,avg_out_msg_count,avg_msg_size_bits,avg_msg_size_cells,failed_tx_ratio,compute_success_ratio,action_success_ratio,avg_transaction_value,total_transaction_value,hour_of_day,day_of_week,is_weekend,fee_lag_1h,fee_lag_3h,fee_lag_6h,fee_lag_12h,fee_lag_24h,rolling_avg_fee_3h,rolling_avg_fee_6h,rolling_avg_fee_12h,rolling_avg_fee_24h,rolling_std_fee_6h,rolling_std_fee_24h,fee_change_1h,fee_change_3h,fee_change_6h,fee_change_12h,fee_change_24h,tx_count_change_1h,tx_count_change_3h,tx_count_change_6h,tx_count_change_24h,gas_used_change_1h,gas_used_change_3h,gas_used_change_6h,gas_used_change_24h,p90_fee_change_1h,p90_fee_change_3h,p90_fee_change_6h,p90_fee_change_24h,same_hour_prev_day_fee,hour_sin,hour_cos,day_sin,day_cos,target_next_hour_avg_fee
2026-04-01T00:00:00Z,5000,1849,2058116.8914,788527.0,4936531.8,0,31516518,2638630.373452044,3516.5894,1000.0,1407193.36,58708.8908,204818.569,1016487.1994,0.0,86.1054,0.7046,0.7082,1205.3006,2.3152,0.0736,0.9867916489135066,1.0,175327534547.028,876637672735140,0,2,0,2040953.4826,1988583.5484,2002502.1536,2200751.1982,2354196.0332,1978140.3662,1979894.0844333332,2123510.6425,2210312.9958249996,54493.54675812106,171296.1613844302,17163.408800000092,69533.34300000011,55614.7378,-142634.3067999999,-296079.14179999987,0.0,0.0,0.0,0.0,179.20899999999983,200.8779999999997,303.50019999999995,-638.1851999999999,65934.79999999981,246493.39999999385,-107878.29999999981,-650184.4000000069,2354196.0332,0.0,1.0,0.9749279121818236,-0.22252093395631434,2208981.7568
2026-04-01T01:00:00Z,5000,1904,2208981.7568,969062.0,5048241.100000002,0,39315017,2839088.2357897796,3834.4542,1756.0,1534340.72,24927.133,249368.0652,1234803.9362,200.0,92.8056,0.6912,0.6918,1459.4972,2.9896,0.0614,0.9930173508252221,1.0,34688802047.2802,173444010236401,1,2,0,2058116.8914,1904884.0676,1922456.4438,2322149.4196,2385537.5048,2001318.1472000002,1989163.2073999997,2111624.4502666667,2197976.364916667,63150.480736522964,171144.90802441744,150864.8654,304097.68920000014,286525.3130000001,-113167.66280000005,-176555.74800000014,0.0,0.0,0.0,0.0,317.8648000000003,705.781,704.9115999999999,-246.7489999999998,111709.30000000261,136614.8000000026,179775.90000000224,-558154.8999999976,2385537.5048,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,1931057.088
2026-04-01T02:00:00Z,5000,2410,1931057.088,396641.0,4382942.7,0,149515056,5765455.543363906,2991.561,991.0,1197053.04,23772.3338,218698.5446,1077013.7258,200.0,74.5978,0.72,0.7216,1273.2366,2.3064,0.3294,0.9947229551451188,0.8893899204244032,185684965470.5816,928424827352908,2,2,0,2208981.7568,2040953.4826,2019984.8106,2333333.2798,2105430.8054,2102684.0436,2036917.4262333335,2102193.8117,2190619.8754166667,100127.4447275179,166462.74376641982,-277924.6688000001,-109896.3946,-88927.72259999998,-402276.19180000015,-174373.71739999996,0.0,0.0,0.0,0.0,-842.8932,-345.81939999999986,-371.8199999999997,-449.8732,-665298.4000000022,-487654.2999999998,-782609.4000000022,-1040658.2999999998,2105430.8054,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,2697958.7858
2026-04-01T03:00:00Z,5000,2493,2697958.7858,759470.0,6344493.700000003,0,149515016,6423491.301439857,3252.3156,778.0,1301334.88,765971.478,222344.1906,1105664.1322,0.0,80.5892,0.752,0.7532,1287.0936,2.4698,0.2476,0.9933984684446792,1.0,39932457093.8562,199662285469281,3,2,0,1931057.088,2058116.8914,1988583.5484,2174115.1008,2408264.1342,2066051.9120666664,2022096.1391333332,2068670.7957166668,2183354.3038583337,109297.02682982468,173978.40629017254,766901.6978000002,639841.8944000001,709375.2374000002,523843.68500000006,289694.6516,0.0,0.0,0.0,0.0,260.75459999999975,-264.27379999999994,-63.395800000000236,-772.0185999999999,1961551.0000000028,1407961.9000000032,1654455.299999997,608609.4000000032,2408264.1342,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,2020148.3404
2026-04-01T04:00:00Z,5000,2322,2020148.3404,733327.0,5032635.800000001,0,149515016,5163101.795818728,3078.1106,778.0,1231733.68,160814.6128,227537.6064,1131462.4324,0.0,76.3844,0.7514,0.7566,1375.44,2.5478,0.2086,0.9865370231862378,1.0,26505357661.8718,132526788309359,4,2,0,2697958.7858,2208981.7568,1904884.0676,2333327.1476,2534836.809,2279332.543533333,2140325.3453666666,2112324.4361333335,2195424.9143416663,293777.9952792312,198572.2652842511,-677810.4454000001,-188833.4164,115264.27280000015,-313178.8071999997,-514688.4685999998,0.0,0.0,0.0,0.0,-174.20499999999993,-756.3436000000002,-50.5626000000002,-1198.6041999999998,-1311857.9000000022,-15605.300000001676,121009.50000000093,-990828.1999999993,2534836.809,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,2021707.454
2026-04-01T05:00:00Z,5000,2031,2021707.454,733350.0,4990043.500000008,0,149515031,4668150.78167755,3241.0796,991.0,1296764.64,95258.776,226762.0408,1123885.562,200.0,79.399,0.7878,0.789,1372.3578,2.4936,0.1328,0.998158379373849,1.0,63682345374.8986,318411726874493,5,2,0,2020148.3404,1931057.088,2040953.4826,2239087.0574,2447088.258,2216388.0714000002,2159536.0575,2086226.2022,2173979.5614833334,278683.74944863864,187824.55871957433,1559.1135999998078,90650.36599999992,-19246.028600000078,-217379.6033999999,-425380.804,0.0,0.0,0.0,0.0,162.96900000000005,249.51859999999988,-96.30079999999998,-979.8702000000003,-42592.29999999236,607100.8000000082,119446.50000000838,-694055.3999999948,2447088.258,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,2024226.1342
2026-04-01T06:00:00Z,5000,1808,2024226.1342,784261.0,5118938.800000008,0,52420855,2723160.389010838,3426.8908,1000.0,1371222.88,23852.1688,229004.8772,1122691.3146,0.0,82.513,0.7122,0.7144,1360.7324,2.6294,0.0658,0.9848197343453511,1.0,28781433650.5328,143907168252664,6,2,0,2021707.454,2697958.7858,2058116.8914,2002502.1536,2353708.5548,2246604.8600666667,2156328.3860666663,2068111.23525,2156255.361316667,280426.932718831,180874.01234079018,2518.6802000000607,-673732.6516000002,-33890.75720000011,21723.980599999893,-329482.42060000007,0.0,0.0,0.0,0.0,185.8112000000001,174.57520000000022,-89.69859999999971,-615.9384,128895.29999999981,-1225554.8999999948,182407.00000000838,-886114.0000000019,2353708.5548,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,1810440.4304
2026-04-01T07:00:00Z,5000,2276,1810440.4304,650503.0,4513813.100000003,0,149515015,4480063.214761661,2858.9176,991.0,1143879.84,70829.4902,198659.4492,990174.7398,0.0,69.2186,0.7392,0.7402,1206.3006,2.1622,0.1732,0.9930338698054287,1.0,16562384971.05,82811924855250,7,2,0,2024226.1342,2020148.3404,2208981.7568,1922456.4438,2163442.9718,2022027.3095333334,2150679.9265333335,2069921.5669666666,2142526.927125,283129.08704809705,177711.91480860446,-213785.70380000002,-209707.91000000015,-398541.32640000014,-112016.01340000005,-353002.5414,0.0,0.0,0.0,0.0,-567.9731999999999,-219.19299999999976,-975.5365999999999,-608.9335999999998,-605125.7000000048,-518822.6999999974,-534427.9999999991,-530597.9999999963,2163442.9718,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,1988423.2276
2026-04-01T08:00:00Z,5000,2286,1988423.2276,733998.0,4774259.700000013,0,149515016,4668825.289985322,3013.844,991.0,1205984.48,131210.6246,234832.872,1161884.117,0.0,73.5512,0.753,0.754,1325.3274,2.4054,0.1648,0.9912197437114381,0.9997605937275557,7618495990608.958,38092479953044791,8,2,0,1810440.4304,2021707.454,1931057.088,2019984.8106,2162876.6434,1952124.6728666667,2084256.3721333332,2060586.8991833336,2127818.4879,311994.12799131015,190083.1524279081,177982.79720000015,-33284.22639999981,57366.13960000011,-31561.582999999868,-174453.41579999984,0.0,0.0,0.0,0.0,154.92639999999983,-227.23559999999998,22.2829999999999,-728.1439999999998,260446.60000000987,-215783.79999999516,391317.00000001304,-378476.4999999907,2162876.6434,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,1852268.869
2026-04-01T09:00:00Z,5000,2240,1852268.869,737113.5,4615037.100000002,0,149515045,3897557.4714733385,2913.7658,1000.0,1165889.36,77552.6554,196607.3654,977662.8264,0.0,69.8974,0.7186,0.7208,1173.7938,2.2078,0.1432,0.9882352941176471,1.0,63784934853.758,318924674268790,9,2,0,1988423.2276,2024226.1342,2697958.7858,1988583.5484,2213599.0394,1941029.9307333333,2093817.3954,2057956.7672666665,2120549.595575,307202.59485949535,192010.0532333257,-136154.35860000015,-171957.26520000002,-845689.9168000002,-136314.67940000002,-361330.1704000002,0.0,0.0,0.0,0.0,-100.07819999999992,-513.125,-338.5497999999998,-917.9731999999999,-159222.6000000108,-503901.7000000058,-1729456.6000000006,-755491.5999999978,2213599.0394,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,1902110.7066
2026-04-01T10:00:00Z,5000,2010,1902110.7066,780052.0,4841182.0,0,86169644,2872944.322481627,3055.7392,1000.0,1222830.56,27276.942,235594.573,1175022.2354,0.0,71.238,0.6976,0.7012,1378.0752,2.5928,0.0778,0.9892726882643209,1.0,714625162606.7874,3573125813033937,10,2,0,1852268.869,1810440.4304,2020148.3404,1904884.0676,2282825.446,1883710.8423333333,1952869.0759333333,2046597.21065,2105494.171808333,95945.26553274311,198454.5904583388,49841.83759999997,91670.27619999996,-118037.63380000019,-2773.3610000000335,-380714.7394000001,0.0,0.0,0.0,0.0,141.97339999999986,196.82159999999976,-22.371399999999994,-824.6507999999999,226144.89999999758,327368.89999999665,-191453.80000000075,-502222.4000000004,2282825.446,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,2059476.0222
2026-04-01T11:00:00Z,5000,2199,2059476.0222,785330.5,5221505.800000009,0,106064137,3019103.5935122524,3387.753,1000.0,1355637.68,43360.9722,232740.0736,1155281.19,0.0,81.4372,0.7134,0.7178,1367.2906,2.779,0.077,0.9922978177150192,0.995040965933592,34253370093.907,171266850469535,11,2,0,1902110.7066,1988423.2276,2021707.454,2040953.4826,2153577.9898,1914267.6010666667,1933196.136966667,2046366.0972333334,2089631.0576666668,91384.0635509605,198879.06470023142,157365.3156000001,71052.7945999999,37768.568200000096,18522.53960000002,-94101.96760000009,0.0,0.0,0.0,0.0,332.0138000000002,373.9090000000001,146.67340000000013,-332.4825999999998,380323.8000000091,447246.0999999959,231462.30000000075,-90295.29999999143,2153577.9898,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,2061238.0266
2026-04-01T12:00:00Z,5000,2044,2061238.0266,785338.5,5177742.0,0,64383135,2799162.776315594,3510.326,1000.0,1404657.6,35143.4118,229542.5914,1136463.2252,0.0,84.1558,0.7224,0.7238,1353.9134,2.648,0.0662,0.9995718261614215,1.0,32497208563.4698,162486042817349,12,2,0,2059476.0222,1852268.869,2024226.1342,2058116.8914,2200751.1982,1937951.8659333333,1939490.8983333334,2047909.6422,2085710.1423499996,99629.15979071452,198490.76693426727,1762.0043999999762,208969.15760000004,37011.89240000001,3121.1351999999024,-139513.1716,0.0,0.0,0.0,0.0,122.57299999999987,596.5601999999999,83.4351999999999,-236.60620000000017,-43763.80000000913,562704.8999999976,58803.199999991804,-426787.0,2200751.1982,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,2156299.6614
2026-04-01T13:00:00Z,5000,2279,2156299.6614,804622.5,5392137.5,0,100195762,3267559.630284336,3701.0362,1000.0,1480937.2,36555.1068,227147.3134,1128090.6454,200.0,87.5472,0.7108,0.716,1328.1732,2.7738,0.0772,0.9837953091684435,1.0,59343041642.2978,296715208211489,13,2,0,2061238.0266,1902110.7066,1810440.4304,2208981.7568,2322149.4196,2007608.2518,1945659.5470666664,2048169.7368,2079897.0935333334,106811.83181993221,197012.5672308697,95061.63480000012,254188.95480000018,345859.23100000015,-52682.09539999999,-165849.75820000004,0.0,0.0,0.0,0.0,190.7102,645.297,842.1185999999998,-333.5583999999999,214395.5,550955.5,878324.3999999966,-212391.5,2322149.4196,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,2146573.0578
2026-04-01T14:00:00Z,5000,2374,2146573.0578,785329.0,5600825.1000000015,0,42823906,3053699.453184867,3517.9952,1000.0,1407863.36,26469.5444,248571.5934,1232997.6866,0.0,83.514,0.7076,0.7172,1453.261,3.0698,0.0772,0.985897435897436,1.0,42999128851.7494,214995644258747,14,2,0,2156299.6614,2059476.0222,1988423.2276,1931057.088,2333333.2798,2092337.9034,2003302.7522333332,2043779.5621833336,2072986.6869416665,112421.03960253415,190961.6352897449,-9726.603600000031,87097.03560000006,158149.83019999997,215515.96980000008,-186760.22200000007,0.0,0.0,0.0,0.0,-183.04100000000017,130.24219999999968,504.1511999999998,-447.9652000000001,208687.6000000015,379319.29999999236,826565.3999999883,40829.10000000149,2333333.2798,-0.4999999999999998,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,2238845.7054
2026-04-01T15:00:00Z,5000,2136,2238845.7054,801861.5,5332858.700000001,0,72599550,3418591.6413462795,3735.2098,1000.0,1494408.88,70084.1602,255575.2322,1240177.4148,200.0,89.2122,0.7264,0.7294,1471.7074,2.9726,0.071,0.991462113127001,1.0,23107580086.8104,115537900434052,15,2,0,2146573.0578,2061238.0266,1852268.869,2697958.7858,2174115.1008,2121370.2486,2029661.0572666666,2061739.2263333334,2065205.0110250001,125959.41367364518,183552.77165006739,92272.6475999998,177607.67879999988,386576.8363999999,-459113.0804000003,64730.60459999973,0.0,0.0,0.0,0.0,217.21460000000025,224.88380000000006,821.444,43.9068000000002,-267966.4000000004,155116.70000000112,717821.5999999987,-82970.60000000242,2174115.1008,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,2075083.4216
2026-04-01T16:00:00Z,5000,2208,2075083.4216,802927.0,5175573.800000001,0,77788745,3133505.239437771,3551.577,1000.0,1420986.32,34063.517,228134.6372,1132764.2554,0.0,84.2242,0.6806,0.686,1346.2594,2.6378,0.0766,0.9918367346938776,1.0,63325461410.4428,316627307052214,16,2,0,2238845.7054,2156299.6614,1902110.7066,2020148.3404,2333327.1476,2180572.8082,2094090.53,2023479.8029666666,2067902.11955,115509.44228200377,185685.84469619874,-163762.28379999986,-81216.2398000001,172972.71500000008,54935.0811999999,-258243.7259999998,0.0,0.0,0.0,0.0,-183.63279999999986,-149.45919999999978,495.83780000000024,-154.51119999999992,-157284.90000000037,-216563.69999999925,334391.80000000075,-83281.69999999925,2333327.1476,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,1974954.7146
2026-04-01T17:00:00Z,5000,2124,1974954.7146,785332.0,4621864.8,0,93177815,3386934.0940563274,3369.6036,1000.0,1348397.6,23808.38,209437.6258,1039596.3054,0.0,79.391,0.6952,0.7,1230.873,2.4154,0.0818,0.9896529424444923,1.0,46277414673.3834,231387073366917,17,2,0,2075083.4216,2146573.0578,2059476.0222,2021707.454,2239087.0574,2153500.7282666666,2122919.3158333334,2028057.7264,2057141.9642999999,71036.01974039042,176911.26984674644,-100128.70699999994,-171618.3432,-84521.30759999994,-46752.739399999846,-264132.34279999975,0.0,0.0,0.0,0.0,-181.9734000000003,-148.39159999999993,-18.14940000000024,-410.2126000000003,-553709.0000000009,-978960.3000000017,-599641.0000000093,-984531.2000000002,2239087.0574,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,1997593.259
2026-04-01T18:00:00Z,5000,2104,1997593.259,784269.5,4949223.900000005,0,140156110,3556425.0540895984,3346.8504,1000.0,1339294.72,29267.1082,208514.8474,1026000.8092,200.0,80.9388,0.695,0.6964,1218.938,2.463,0.0704,0.9883078231292517,0.99978489997849,25473267566.0842,127366337830421,18,2,0,1974954.7146,2238845.7054,2061238.0266,2024226.1342,2002502.1536,2096294.613866667,2108832.4312333334,2024161.6647833334,2046136.450016667,91551.52681138413,173278.9350968471,22638.544400000013,-241252.44639999978,-63644.767599999905,-26632.875199999893,-4908.8946,0.0,0.0,0.0,0.0,-22.753200000000106,-388.3594000000003,-163.4756000000002,133.76119999999992,327359.1000000052,-383634.7999999961,-228518.09999999497,-95186.1999999946,2002502.1536,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,1944736.366
2026-04-01T19:00:00Z,5000,2134,1944736.366,784314.0,4842409.8,0,59260121,2709828.2586175743,3217.3804,1000.0,1287388.16,37959.1448,201264.024,997008.2188,200.0,75.0664,0.7006,0.7018,1193.628,2.2664,0.076,0.9886582495185106,1.0,47142942478.1896,235714712390948,19,2,0,1997593.259,2075083.4216,2156299.6614,1810440.4304,1922456.4438,2015877.1317333335,2098224.969966667,2021942.2585166667,2045931.9127416667,101333.33803550643,173335.568056427,-52856.89300000016,-130347.05560000008,-211563.29540000018,134295.93559999997,22279.922199999914,0.0,0.0,0.0,0.0,-129.4699999999998,-334.1966000000002,-483.6558,87.83779999999979,-106814.10000000522,-333164.00000000093,-549727.7000000002,-26055.400000000373,1922456.4438,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,2078880.074
2026-04-01T20:00:00Z,5000,1994,2078880.074,813597.5,5259771.5,0,81868691,2719162.638784638,3374.7476,1000.0,1350277.12,28240.2438,216302.24,1066349.3698,0.0,79.3354,0.7138,0.6904,1273.5016,2.4494,0.0828,0.9955109020949123,0.9847541335623792,26298714341.5644,131493571707822,20,2,0,1944736.366,1974954.7146,2146573.0578,1988423.2276,2019984.8106,1972428.1132000003,2062964.4207333333,2033133.5864833333,2046860.2428333333,113197.58898159792,172704.0324114438,134143.7080000001,103925.35939999996,-67692.98380000005,90456.84639999992,58895.263400000054,0.0,0.0,0.0,0.0,157.36720000000014,5.144000000000233,-143.2475999999997,11.36660000000029,417361.7000000002,637906.7000000002,-341053.6000000015,94219.39999999758,2019984.8106,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,2169508.0432
2026-04-01T21:00:00Z,5000,2180,2169508.0432,787460.0,5313823.2,0,64739701,3259752.365578783,3643.2866,1000.0,1457822.0,40832.8852,262808.627,1303864.362,200.0,87.308,0.7076,0.7086,1543.5618,3.2518,0.0802,0.9873336195792185,1.0,25268475542.7392,126342377713696,21,2,0,2078880.074,1997593.259,2238845.7054,1852268.869,1988583.5484,2007069.8996666668,2051682.2567666667,2040671.6570166668,2049314.2121416668,106365.08002194045,172723.97661139088,90627.96920000017,171914.7842000001,-69337.66219999967,317239.17420000024,180924.49480000022,0.0,0.0,0.0,0.0,268.53899999999976,296.4362000000001,-91.92320000000018,327.57519999999977,54051.700000000186,364599.29999999516,-19035.50000000093,623784.7999999942,1988583.5484,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,2178061.2154
2026-04-01T22:00:00Z,5000,2180,2178061.2154,791002.0,5302876.800000002,0,84799610,3536830.4298411766,3499.5288,1000.0,1400414.72,35706.5272,337847.9724,1682468.9118,600.0,84.3486,0.708,0.7098,2012.4996,4.141,0.0898,0.9846420073545317,0.999780316344464,14919846048.5632,74599230242816,22,2,0,2169508.0432,1944736.366,2075083.4216,1902110.7066,1904884.0676,2064374.8277333335,2040125.9797333337,2067108.2548666664,2056852.7327583337,83209.52523774396,173902.3462464256,8553.172199999914,233324.84940000018,102977.7938000001,275950.5088000002,273177.14780000015,0.0,0.0,0.0,0.0,-143.75779999999986,282.14840000000004,-52.04820000000018,370.85559999999987,-10946.39999999851,460467.00000000186,127303.00000000093,391250.50000000186,1904884.0676,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,2358515.816
2026-04-01T23:00:00Z,5000,2140,2358515.816,969062.0,5897331.0,0,69895656,3215712.8857470187,3946.1492,1756.0,1579670.72,30243.8454,259395.1514,1292885.2294,200.0,93.0258,0.7128,0.716,1475.3394,3.645,0.082,0.9873090987309099,1.0,40295493424.1388,201477467120694,23,2,0,2178061.2154,2078880.074,1974954.7146,2059476.0222,2040953.4826,2142149.7775333333,2057288.9453666667,2090104.1306,2068235.1139166665,100653.69105206695,172457.20494290648,180454.6006,279635.7420000001,383561.10140000004,299039.7938000001,317562.3334000001,0.0,0.0,0.0,0.0,446.6203999999998,571.4015999999997,576.5455999999999,608.7687999999998,594454.1999999983,637559.5,1275466.2000000002,1026734.0,2040953.4826,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,2085990.537
2026-04-02T00:00:00Z,5000,2206,2085990.537,797711.5,4931323.5,0,64610770,2984027.3473410355,3683.1994,1000.0,1474113.84,33841.8988,219103.7926,1085318.4818,0.0,88.929,0.7078,0.7108,1270.0958,2.5548,0.0828,0.9837014797340767,0.999781992587748,30790694703.026,153953473515130,0,3,0,2358515.816,2169508.0432,1997593.259,2061238.0266,2058116.8914,2235361.6915333336,2121215.7956000003,2115024.1134166666,2081466.8778083334,148387.78693888817,182181.3360987642,-272525.2790000001,-83517.50620000018,88397.27799999993,24752.51040000003,27873.64559999993,0.0,0.0,0.0,0.0,-262.94979999999987,39.91280000000006,336.34900000000016,166.61000000000013,-966007.5,-382499.7000000002,-17900.40000000503,-5208.299999999814,2058116.8914,0.0,1.0,0.43388373911755823,-0.900968867902419,2424555.715
2026-04-02T01:00:00Z,5000,1882,2424555.715,1770536.0,5605596.0,0,73962020,3197538.4323555096,4494.5044,2994.0,1798272.8,18535.971,255061.7678,1266366.016,0.0,110.6418,0.7184,0.7286,1486.2114,2.9794,0.0928,0.9824561403508771,1.0,116880365292.2328,584401826461164,1,3,0,2085990.537,2178061.2154,1944736.366,2156299.6614,2208981.7568,2207522.5228000004,2135948.675266667,2117086.822616667,2082628.2797083333,137659.44747200425,182114.84327503268,338565.17799999984,246494.49959999975,479819.34899999993,268256.05359999975,215573.95819999976,0.0,0.0,0.0,0.0,811.3049999999998,994.9755999999998,1277.1239999999998,660.0501999999997,674272.5,302719.1999999983,763186.2000000002,557354.8999999976,2208981.7568,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,2327001.7428
2026-04-02T02:00:00Z,5000,2534,2327001.7428,1015695.0,5237378.900000002,0,149515016,6033304.649881727,3460.3352,1000.0,1384628.0,243415.1402,217217.2856,1083056.7574,0.0,84.719,0.7414,0.7484,1279.4508,2.4174,0.3672,0.9818376068376068,0.8607181719260065,28347830662.637,141739153313185,2,3,0,2424555.715,2358515.816,2078880.074,2146573.0578,1931057.088,2289687.356,2215918.5667666667,2139441.49375,2091610.5279666667,143604.59065148293,193573.55665914767,-97553.97219999973,-31514.073199999984,248121.6688000001,180428.68500000006,395944.65480000013,0.0,0.0,0.0,0.0,-1034.1691999999998,-485.81399999999985,85.58759999999984,468.77419999999984,-368217.09999999776,-659952.0999999978,-22392.599999997765,854436.200000002,1931057.088,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,2282734.54
2026-04-02T03:00:00Z,5000,2103,2282734.54,953897.0,5259102.4,0,109242097,3473960.380180194,3889.5678,1019.0,1556512.4,62633.0576,266165.6812,1321932.7576,0.0,94.2876,0.703,0.7082,1567.6662,3.1288,0.0962,0.9834602829162132,1.0,46219359996.1056,231096799980528,3,3,0,2327001.7428,2085990.537,2169508.0432,2238845.7054,2697958.7858,2279182.664933333,2257272.1782333334,2154477.2175,2108108.2219166667,131461.46864444722,196150.56832709946,-44267.20280000009,196744.00300000003,113226.49679999985,43888.83460000018,-415224.24580000015,0.0,0.0,0.0,0.0,429.2325999999998,206.36839999999984,246.2811999999999,637.2521999999999,21723.499999998137,327778.9000000004,-54720.799999999814,-1085391.3000000026,2697958.7858,0.7071067811865475,0.7071067811865476,0.43388373911755823,-0.900968867902419,2126216.3506
2026-04-02T04:00:00Z,5000,2187,2126216.3506,835731.0,4762115.300000002,0,140156051,4046204.6709190058,3722.094,1000.0,1489559.52,34643.6198,228897.9986,1123412.4692,0.0,89.5492,0.6976,0.7038,1253.6326,2.6438,0.1052,0.9807144422529038,0.9997765363128491,1137360952611.486,5686804763057430,4,3,0,2282734.54,2424555.715,2178061.2154,2075083.4216,2020148.3404,2344763.999266667,2276143.2610333334,2158134.6203833334,2090807.2116750001,124273.62597357083,156081.48788522312,-156518.18940000003,-298339.36439999985,-51844.8648000001,51132.929000000004,106068.0101999999,0.0,0.0,0.0,0.0,-167.47379999999976,-772.4103999999998,222.5652,643.9834000000001,-496987.0999999987,-843480.6999999983,-540761.5,-270520.49999999907,2020148.3404,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,1795893.8228
2026-04-02T05:00:00Z,5000,2769,1795893.8228,396400.0,4501087.100000003,0,149517158,5243317.028245883,2987.2892,991.0,1195672.48,31212.3132,202724.4008,1007848.1704,0.0,74.096,0.7746,0.7794,1192.6062,2.2256,0.2656,0.9855072463768116,1.0,29522370217.2388,147611851086194,5,3,0,2126216.3506,2327001.7428,2358515.816,1974954.7146,2021707.454,2245317.5444666664,2267502.4502333333,2162395.6977999997,2095226.7121000001,133887.77367024394,155494.34118098416,-330322.52780000004,-531107.9200000002,-562621.9932000001,-179060.8918000001,-225813.63119999995,0.0,0.0,0.0,0.0,-734.8047999999999,-473.0459999999998,-958.8599999999997,-253.79039999999986,-261028.19999999832,-736291.7999999989,-1396243.8999999966,-488956.40000000503,2021707.454,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,2291449.701
2026-04-02T06:00:00Z,5000,2091,2291449.701,975822.0,5604529.0,0,46257170,3020114.448212323,3867.7298,1756.0,1547845.52,78383.5922,274656.1738,1345604.0512,0.0,95.1216,0.7084,0.7134,1580.0974,3.298,0.0906,0.9833513513513513,0.9997801231310466,23115063811.1772,115575319055886,6,3,0,1795893.8228,2282734.54,2085990.537,1997593.259,2024226.1342,2068281.5711333333,2173732.118033333,2147473.9568166668,2085817.8107999999,224055.2133773554,166573.61766433687,495555.8781999999,8715.160999999847,205459.16399999987,293856.4419999998,267223.5667999999,0.0,0.0,0.0,0.0,880.4405999999999,-21.837999999999738,184.5304000000001,440.83899999999994,1103441.8999999966,345426.5999999996,673205.5,485590.1999999918,2024226.1342,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,2274988.0038
2026-04-02T07:00:00Z,5000,2290,2274988.0038,835731.0,5411863.000000005,0,73831920,3434965.3192259134,3938.0892,1000.0,1575814.4,38343.2092,267640.8292,1312498.0054,0.0,96.1668,0.701,0.7044,1555.7346,3.1538,0.1044,0.9623898560068773,1.0,17503039086.8572,87515195434286,7,3,0,2291449.701,2126216.3506,2424555.715,1944736.366,1810440.4304,2071186.6247999996,2207975.3120333333,2171961.99365,2096952.1260833333,223663.56855474482,171145.92051914992,-16461.69719999982,148771.65320000006,-149567.7111999998,330251.63780000014,464547.5734000001,0.0,0.0,0.0,0.0,70.35939999999982,215.99519999999984,-556.4151999999999,1079.1715999999997,-192665.99999999534,649747.700000003,-193732.99999999534,898049.9000000013,1810440.4304,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,1910385.5896
