model_name,feature,coefficient_scaled,abs_coefficient_scaled,tree_importance
ridge_alpha_1_log1p_target,avg_gas_used,0.018503152496637566,0.018503152496637566,
ridge_alpha_1_log1p_target,fee_lag_1h,-0.018450159570322734,0.018450159570322734,
ridge_alpha_1_log1p_target,avg_compute_fee,0.01774241511197084,0.01774241511197084,
ridge_alpha_1_log1p_target,day_of_week,-0.015139820217436779,0.015139820217436779,
ridge_alpha_1_log1p_target,hour_cos,0.013993049541718719,0.013993049541718719,
ridge_alpha_1_log1p_target,avg_out_msg_count,-0.013885264038425368,0.013885264038425368,
ridge_alpha_1_log1p_target,avg_msgs_created,0.012110547555642899,0.012110547555642899,
ridge_alpha_1_log1p_target,fee_lag_6h,0.01190324016930766,0.01190324016930766,
ridge_alpha_1_log1p_target,gas_used_change_6h,0.010747884547257905,0.010747884547257905,
ridge_alpha_1_log1p_target,day_sin,-0.010113217355306355,0.010113217355306355,
ridge_alpha_1_log1p_target,p90_fee_change_1h,0.010107287057956126,0.010107287057956126,
ridge_alpha_1_log1p_target,gas_used_change_3h,0.009923387123155991,0.009923387123155991,
ridge_alpha_1_log1p_target,max_total_fee,0.009625463194825597,0.009625463194825597,
ridge_alpha_1_log1p_target,rolling_avg_fee_3h,0.009078632603168126,0.009078632603168126,
ridge_alpha_1_log1p_target,fee_change_12h,0.008731490341039375,0.008731490341039375,
ridge_alpha_1_log1p_target,rolling_std_fee_6h,-0.007905684581266201,0.007905684581266201,
ridge_alpha_1_log1p_target,avg_msg_size_cells,-0.006981808933743345,0.006981808933743345,
ridge_alpha_1_log1p_target,gas_used_change_1h,-0.006969110185422464,0.006969110185422464,
ridge_alpha_1_log1p_target,avg_vm_steps,-0.006550914386684629,0.006550914386684629,
ridge_alpha_1_log1p_target,action_success_ratio,0.006115993733129583,0.006115993733129583,
ridge_alpha_1_log1p_target,fee_change_3h,-0.006070261903624266,0.006070261903624266,
ridge_alpha_1_log1p_target,gas_used_change_24h,-0.005899398239718551,0.005899398239718551,
ridge_alpha_1_log1p_target,unique_accounts,0.0058623366887807045,0.0058623366887807045,
ridge_alpha_1_log1p_target,rolling_avg_fee_24h,0.005641822411962564,0.005641822411962564,
ridge_alpha_1_log1p_target,p90_fee_change_24h,0.005004876937697703,0.005004876937697703,
ridge_alpha_1_log1p_target,avg_import_fee,-0.004816948868977856,0.004816948868977856,
ridge_alpha_1_log1p_target,rolling_avg_fee_6h,-0.004140492782630272,0.004140492782630272,
ridge_alpha_1_log1p_target,fee_change_24h,0.004093917694403296,0.004093917694403296,
ridge_alpha_1_log1p_target,median_total_fee,-0.004012260876359395,0.004012260876359395,
ridge_alpha_1_log1p_target,fee_change_6h,-0.0034886904666771544,0.0034886904666771544,
ridge_alpha_1_log1p_target,fee_lag_3h,0.0030175153884048345,0.0030175153884048345,
ridge_alpha_1_log1p_target,is_weekend,0.002961105036444856,0.002961105036444856,
ridge_alpha_1_log1p_target,hour_sin,0.002919823379974401,0.002919823379974401,
ridge_alpha_1_log1p_target,rolling_std_fee_24h,-0.0027098893334324206,0.0027098893334324206,
ridge_alpha_1_log1p_target,p90_fee_change_3h,-0.002306599979426789,0.002306599979426789,
ridge_alpha_1_log1p_target,hour_of_day,-0.002094082245593199,0.002094082245593199,
ridge_alpha_1_log1p_target,median_gas_used,-0.001498382451751346,0.001498382451751346,
ridge_alpha_1_log1p_target,fee_lag_12h,0.0013712306691308664,0.0013712306691308664,
ridge_alpha_1_log1p_target,avg_transaction_value,0.001298175778888716,0.001298175778888716,
ridge_alpha_1_log1p_target,total_transaction_value,0.0012981757788432767,0.0012981757788432767,
ridge_alpha_1_log1p_target,same_hour_prev_day_fee,0.0005919066168752042,0.0005919066168752042,
ridge_alpha_1_log1p_target,fee_lag_24h,0.0005919066168702308,0.0005919066168702308,
ridge_alpha_1_log1p_target,compute_success_ratio,-0.00010005968673418471,0.00010005968673418471,
