mae,rmse,r2,mape,directional_accuracy,model_name,model_type,target_transform,alpha,train_rows,test_rows,fold,train_start_hour,train_end_hour,test_start_hour,test_end_hour,max_depth,n_estimators,learning_rate,min_samples_leaf,winning_model_name
41058.86729228085,53175.56118008111,-0.2531787875734637,8.23942419325297,0.5833333333333334,rolling_mean_6h,naive,none,0.0,1488,24,8,2026-03-29T06:00:00Z,2026-05-30T05:00:00Z,2026-05-30T06:00:00Z,2026-05-31T05:00:00Z,,,,,ridge_alpha_1_log1p_target
45307.22964151916,50651.59443947444,-0.1370383506433519,9.234128614135113,0.6666666666666666,ridge_alpha_1,ridge_regression,none,1.0,1488,24,8,2026-03-29T06:00:00Z,2026-05-30T05:00:00Z,2026-05-30T06:00:00Z,2026-05-31T05:00:00Z,,,,,ridge_alpha_1_log1p_target
43042.06512107452,48918.140087160595,-0.06054412894131089,8.766442964984133,0.6666666666666666,ridge_alpha_10,ridge_regression,none,10.0,1488,24,8,2026-03-29T06:00:00Z,2026-05-30T05:00:00Z,2026-05-30T06:00:00Z,2026-05-31T05:00:00Z,,,,,ridge_alpha_1_log1p_target
45886.519375016534,52630.44855810398,-0.22761733995125977,9.440735069036803,0.625,ridge_alpha_100,ridge_regression,none,100.0,1488,24,8,2026-03-29T06:00:00Z,2026-05-30T05:00:00Z,2026-05-30T06:00:00Z,2026-05-31T05:00:00Z,,,,,ridge_alpha_1_log1p_target
37752.086956307285,45022.755988371384,0.10163458675245463,7.582520343925917,0.625,ridge_alpha_1_log1p_target,ridge_regression,log1p,1.0,1488,24,8,2026-03-29T06:00:00Z,2026-05-30T05:00:00Z,2026-05-30T06:00:00Z,2026-05-31T05:00:00Z,,,,,ridge_alpha_1_log1p_target
38686.13092589453,45415.26221532061,0.08590249541103234,7.783409244359504,0.625,ridge_alpha_10_log1p_target,ridge_regression,log1p,10.0,1488,24,8,2026-03-29T06:00:00Z,2026-05-30T05:00:00Z,2026-05-30T06:00:00Z,2026-05-31T05:00:00Z,,,,,ridge_alpha_1_log1p_target
41462.754677651974,48119.03619908819,-0.026178027680465954,8.427935100789467,0.625,ridge_alpha_100_log1p_target,ridge_regression,log1p,100.0,1488,24,8,2026-03-29T06:00:00Z,2026-05-30T05:00:00Z,2026-05-30T06:00:00Z,2026-05-31T05:00:00Z,,,,,ridge_alpha_1_log1p_target
105084.6260752176,120745.8890964116,-5.461503423244597,22.11082077706181,0.5416666666666666,gradient_boosted_stumps_50_lr_0_05,gradient_boosted_regression_trees,none,0.0,1488,24,8,2026-03-29T06:00:00Z,2026-05-30T05:00:00Z,2026-05-30T06:00:00Z,2026-05-31T05:00:00Z,1.0,50.0,0.05,20.0,ridge_alpha_1_log1p_target
49340.82674418964,65297.37279072859,-0.8896452810756765,10.027015255492293,0.75,gradient_boosted_stumps_100_lr_0_05,gradient_boosted_regression_trees,none,0.0,1488,24,8,2026-03-29T06:00:00Z,2026-05-30T05:00:00Z,2026-05-30T06:00:00Z,2026-05-31T05:00:00Z,1.0,100.0,0.05,20.0,ridge_alpha_1_log1p_target
48943.26823361607,65331.09101830254,-0.891597333281922,9.808682320396041,0.75,gradient_boosted_stumps_200_lr_0_03,gradient_boosted_regression_trees,none,0.0,1488,24,8,2026-03-29T06:00:00Z,2026-05-30T05:00:00Z,2026-05-30T06:00:00Z,2026-05-31T05:00:00Z,1.0,200.0,0.03,20.0,ridge_alpha_1_log1p_target
35769.108320202686,45357.63333050704,0.08822087890428909,7.184456426513814,0.625,gradient_boosted_trees_depth_3_50_lr_0_1,gradient_boosted_regression_trees,none,0.0,1488,24,8,2026-03-29T06:00:00Z,2026-05-30T05:00:00Z,2026-05-30T06:00:00Z,2026-05-31T05:00:00Z,3.0,50.0,0.1,20.0,ridge_alpha_1_log1p_target
